Meter,Clock (8:0-0:1.0.0*255:2),Active Energy Import (3:1-0:1.8.0*255:2),Active Energy Export (3:1-0:2.8.0*255:2),TransFullCoef
13836498,07.06.2025 06:15:00,6562096,469,1
13836498,07.06.2025 06:30:00,6562143,469,1
13836498,07.06.2025 06:45:00,6562185,469,1
13836498,07.06.2025 07:00:00,6562233,469,1
13836498,07.06.2025 07:15:00,6562278,469,1
13836498,07.06.2025 07:30:00,6562326,469,1
13836498,07.06.2025 07:45:00,6562373,469,1
13836498,07.06.2025 08:00:00,6562423,469,1
13836498,07.06.2025 08:15:00,6562473,469,1
13836498,07.06.2025 08:30:00,6562526,469,1
13836498,07.06.2025 08:45:00,6562575,469,1
13836498,07.06.2025 09:00:00,6562628,469,1
13836498,07.06.2025 09:15:00,6562685,469,1
13836498,07.06.2025 09:30:00,6562739,469,1
13836498,07.06.2025 09:45:00,6562798,469,1
13836498,07.06.2025 10:00:00,6562858,469,1
13836498,07.06.2025 10:15:00,6562920,469,1
13836498,07.06.2025 10:30:00,6562983,469,1
13836498,07.06.2025 10:45:00,6563047,469,1
13836498,07.06.2025 11:00:00,6563111,469,1
13836498,07.06.2025 11:15:00,6563171,469,1
13836498,07.06.2025 11:30:00,6563230,469,1
13836498,07.06.2025 11:45:00,6563288,469,1
13836498,07.06.2025 12:00:00,6563345,469,1
14101611,07.06.2025 06:30:00,4886707,456,1
14101611,07.06.2025 06:45:00,4886782,456,1
14101611,07.06.2025 07:00:00,4886856,456,1
14101611,07.06.2025 07:15:00,4886932,456,1
14101611,07.06.2025 07:30:00,4887011,456,1
14101611,07.06.2025 07:45:00,4887095,456,1
14101611,07.06.2025 08:00:00,4887182,456,1
14101611,07.06.2025 08:15:00,4887263,456,1
14101611,07.06.2025 08:30:00,4887349,456,1
14101611,07.06.2025 08:45:00,4887426,456,1
14101611,07.06.2025 09:00:00,4887512,456,1
14101611,07.06.2025 09:15:00,4887604,456,1
14101611,07.06.2025 09:30:00,4887703,456,1
14101611,07.06.2025 09:45:00,4887815,456,1
14101611,07.06.2025 10:00:00,4887921,456,1
14101611,07.06.2025 10:15:00,4888039,456,1
14101611,07.06.2025 10:30:00,4888164,456,1
14101611,07.06.2025 10:45:00,4888277,456,1
14101611,07.06.2025 11:00:00,4888380,456,1
14101611,07.06.2025 11:15:00,4888482,456,1
14101611,07.06.2025 11:30:00,4888589,456,1
14101611,07.06.2025 11:45:00,4888694,456,1
14101611,07.06.2025 12:00:00,4888824,456,1
14101611,07.06.2025 12:15:00,4888947,456,1
14101611,07.06.2025 12:30:00,4889064,456,1
14460572,07.06.2025 06:15:00,2439440,899,1
14460572,07.06.2025 06:30:00,2439462,899,1
14460572,07.06.2025 06:45:00,2439497,899,1
14460572,07.06.2025 07:00:00,2439540,899,1
14460572,07.06.2025 07:15:00,2439620,899,1
14460572,07.06.2025 07:30:00,2439705,899,1
14460572,07.06.2025 07:45:00,2439743,899,1
14460572,07.06.2025 08:00:00,2439795,899,1
14460572,07.06.2025 08:15:00,2439836,899,1
14460572,07.06.2025 08:30:00,2439874,899,1
14460572,07.06.2025 08:45:00,2439901,899,1
14460572,07.06.2025 09:00:00,2439910,899,1
14460572,07.06.2025 09:15:00,2439924,899,1
14460572,07.06.2025 09:30:00,2439960,899,1
14460572,07.06.2025 09:45:00,2439997,899,1
14460572,07.06.2025 10:00:00,2440033,899,1
14460572,07.06.2025 10:15:00,2440053,899,1
14460572,07.06.2025 10:30:00,2440063,899,1
14460572,07.06.2025 10:45:00,2440075,899,1
14460572,07.06.2025 11:00:00,2440111,899,1
14460572,07.06.2025 11:15:00,2440149,899,1
14460572,07.06.2025 11:30:00,2440186,899,1
14460572,07.06.2025 11:45:00,2440201,899,1
14460572,07.06.2025 12:00:00,2440211,899,1
14101619,07.06.2025 06:30:00,6553023,10551,1
14101619,07.06.2025 06:45:00,6553108,10551,1
14101619,07.06.2025 07:00:00,6553187,10551,1
14101619,07.06.2025 07:15:00,6553274,10551,1
14101619,07.06.2025 07:30:00,6553356,10551,1
14101619,07.06.2025 07:45:00,6553454,10551,1
14101619,07.06.2025 08:00:00,6553553,10551,1
14101619,07.06.2025 08:15:00,6553644,10551,1
14101619,07.06.2025 08:30:00,6553726,10551,1
14101619,07.06.2025 08:45:00,6553798,10551,1
14101619,07.06.2025 09:00:00,6553880,10551,1
14101619,07.06.2025 09:15:00,6553949,10551,1
14101619,07.06.2025 09:30:00,6554012,10551,1
14101619,07.06.2025 09:45:00,6554076,10551,1
14101619,07.06.2025 10:00:00,6554135,10551,1
14101619,07.06.2025 10:15:00,6554201,10551,1
14101619,07.06.2025 10:30:00,6554264,10551,1
14101619,07.06.2025 10:45:00,6554322,10551,1
14101619,07.06.2025 11:00:00,6554380,10551,1
14101619,07.06.2025 11:15:00,6554432,10551,1
14101619,07.06.2025 11:30:00,6554473,10551,1
14101619,07.06.2025 11:45:00,6554521,10551,1
14101619,07.06.2025 12:00:00,6554541,10553,1
14101619,07.06.2025 12:15:00,6554569,10554,1
14101619,07.06.2025 12:30:00,6554601,10555,1
14460688,16.05.2025 00:00:00,2259,865,1
14460688,17.05.2025 00:00:00,2259,865,1
14460688,18.05.2025 00:00:00,2259,865,1
14460688,19.05.2025 00:00:00,2259,865,1
14460688,20.05.2025 00:00:00,2259,865,1
14460688,21.05.2025 00:00:00,2259,865,1
14460688,22.05.2025 00:00:00,2259,865,1
14461230,02.06.2025 00:00:00,2182084,1115,1
14461230,03.06.2025 00:00:00,2184104,1115,1
14461230,04.06.2025 00:00:00,2185579,1115,1
14461230,05.06.2025 00:00:00,2187082,1115,1
14461230,06.06.2025 00:00:00,2189513,1115,1
14461230,07.06.2025 00:00:00,2191211,1115,1
14461629,07.06.2025 00:00:00,93509,857,1
14462516,05.06.2025 00:00:00,1995131,858,1
14462516,06.06.2025 00:00:00,1999455,858,1
14462516,07.06.2025 00:00:00,2004216,858,1
14101530,07.06.2025 06:30:00,9899433,456,1
14101530,07.06.2025 06:45:00,9899551,456,1
14101530,07.06.2025 07:00:00,9899655,456,1
14101530,07.06.2025 07:15:00,9899769,456,1
14101530,07.06.2025 07:30:00,9899897,456,1
14101530,07.06.2025 07:45:00,9900018,456,1
14101530,07.06.2025 08:00:00,9900167,456,1
14101530,07.06.2025 08:15:00,9900324,456,1
14101530,07.06.2025 08:30:00,9900491,456,1
14101530,07.06.2025 08:45:00,9900661,456,1
14101530,07.06.2025 09:00:00,9900811,456,1
14101530,07.06.2025 09:15:00,9900974,456,1
14101530,07.06.2025 09:30:00,9901134,456,1
14101530,07.06.2025 09:45:00,9901307,456,1
14101530,07.06.2025 10:00:00,9901478,456,1
14101530,07.06.2025 10:15:00,9901658,456,1
14101530,07.06.2025 10:30:00,9901850,456,1
14101530,07.06.2025 10:45:00,9902044,456,1
14101530,07.06.2025 11:00:00,9902231,456,1
14101530,07.06.2025 11:15:00,9902424,456,1
14101530,07.06.2025 11:30:00,9902624,456,1
14101530,07.06.2025 11:45:00,9902814,456,1
14101530,07.06.2025 12:00:00,9903016,456,1
14101530,07.06.2025 12:15:00,9903215,456,1
14101530,07.06.2025 12:30:00,9903419,456,1
14381704,07.06.2025 08:15:00,37162900,2994,1
14381704,07.06.2025 08:30:00,37163201,2994,1
14381704,07.06.2025 08:45:00,37163540,2994,1
14381704,07.06.2025 09:00:00,37163806,2994,1
14381704,07.06.2025 09:15:00,37164363,2994,1
14381704,07.06.2025 09:30:00,37164867,2994,1
14381704,07.06.2025 09:45:00,37165123,2994,1
14381704,07.06.2025 10:00:00,37165412,2994,1
14381704,07.06.2025 10:15:00,37165804,2994,1
