Meter,Clock (8:0-0:1.0.0*255:2),Active Energy Import (3:1-0:1.8.0*255:2),Active Energy Export (3:1-0:2.8.0*255:2),TransFullCoef
13836498,02.06.2025 12:15:00,6522863,469,1
13836498,02.06.2025 12:30:00,6522967,469,1
13836498,02.06.2025 12:45:00,6523073,469,1
13836498,02.06.2025 13:00:00,6523178,469,1
13836498,02.06.2025 13:15:00,6523290,469,1
13836498,02.06.2025 13:30:00,6523399,469,1
13836498,02.06.2025 13:45:00,6523515,469,1
13836498,02.06.2025 14:00:00,6523632,469,1
13836498,02.06.2025 14:15:00,6523747,469,1
13836498,02.06.2025 14:30:00,6523865,469,1
13836498,02.06.2025 14:45:00,6523991,469,1
13836498,02.06.2025 15:00:00,6524110,469,1
13836498,02.06.2025 15:15:00,6524224,469,1
13836498,02.06.2025 15:30:00,6524340,469,1
13836498,02.06.2025 15:45:00,6524452,469,1
13836498,02.06.2025 16:00:00,6524565,469,1
13836498,02.06.2025 16:15:00,6524676,469,1
13836498,02.06.2025 16:30:00,6524788,469,1
13836498,02.06.2025 16:45:00,6524887,469,1
13836498,02.06.2025 17:00:00,6524985,469,1
13836498,02.06.2025 17:15:00,6525066,469,1
13836498,02.06.2025 17:30:00,6525141,469,1
13836498,02.06.2025 17:45:00,6525206,469,1
13836498,02.06.2025 18:00:00,6525266,469,1
14101611,02.06.2025 12:45:00,4846262,456,1
14101611,02.06.2025 13:00:00,4846356,456,1
14101611,02.06.2025 13:15:00,4846448,456,1
14101611,02.06.2025 13:30:00,4846549,456,1
14101611,02.06.2025 13:45:00,4846636,456,1
14101611,02.06.2025 14:00:00,4846715,456,1
14101611,02.06.2025 14:15:00,4846800,456,1
14101611,02.06.2025 14:30:00,4846901,456,1
14101611,02.06.2025 14:45:00,4847006,456,1
14101611,02.06.2025 15:00:00,4847106,456,1
14101611,02.06.2025 15:15:00,4847206,456,1
14101611,02.06.2025 15:30:00,4847301,456,1
14101611,02.06.2025 15:45:00,4847409,456,1
14101611,02.06.2025 16:00:00,4847510,456,1
14101611,02.06.2025 16:15:00,4847610,456,1
14101611,02.06.2025 16:30:00,4847708,456,1
14101611,02.06.2025 16:45:00,4847812,456,1
14101611,02.06.2025 17:00:00,4847917,456,1
14101611,02.06.2025 17:15:00,4848021,456,1
14101611,02.06.2025 17:30:00,4848120,456,1
