Meter,Clock (8:0-0:1.0.0*255:2),Active Energy Import (3:1-0:1.8.0*255:2),Active Energy Export (3:1-0:2.8.0*255:2),TransFullCoef
13836498,08.06.2025 00:15:00,6566131,469,1
13836498,08.06.2025 00:30:00,6566182,469,1
13836498,08.06.2025 00:45:00,6566235,469,1
13836498,08.06.2025 01:00:00,6566284,469,1
13836498,08.06.2025 01:15:00,6566333,469,1
13836498,08.06.2025 01:30:00,6566384,469,1
13836498,08.06.2025 01:45:00,6566432,469,1
13836498,08.06.2025 02:00:00,6566481,469,1
13836498,08.06.2025 02:15:00,6566531,469,1
13836498,08.06.2025 02:30:00,6566579,469,1
13836498,08.06.2025 02:45:00,6566629,469,1
13836498,08.06.2025 03:00:00,6566679,469,1
13836498,08.06.2025 03:15:00,6566729,469,1
13836498,08.06.2025 03:30:00,6566779,469,1
13836498,08.06.2025 03:45:00,6566827,469,1
13836498,08.06.2025 04:00:00,6566879,469,1
13836498,08.06.2025 04:15:00,6566927,469,1
13836498,08.06.2025 04:30:00,6566974,469,1
13836498,08.06.2025 04:45:00,6567028,469,1
13836498,08.06.2025 05:00:00,6567077,469,1
13836498,08.06.2025 05:15:00,6567125,469,1
13836498,08.06.2025 05:30:00,6567173,469,1
13836498,08.06.2025 05:45:00,6567220,469,1
13836498,08.06.2025 06:00:00,6567266,469,1
14101611,08.06.2025 00:45:00,4895296,456,1
14101611,08.06.2025 01:00:00,4895378,456,1
14101611,08.06.2025 01:15:00,4895452,456,1
14101611,08.06.2025 01:30:00,4895528,456,1
14101611,08.06.2025 01:45:00,4895605,456,1
14101611,08.06.2025 02:00:00,4895681,456,1
14101611,08.06.2025 02:15:00,4895761,456,1
14101611,08.06.2025 02:30:00,4895827,456,1
14101611,08.06.2025 02:45:00,4895896,456,1
14101611,08.06.2025 03:00:00,4895956,456,1
14101611,08.06.2025 03:15:00,4896009,456,1
14101611,08.06.2025 03:30:00,4896064,456,1
14101611,08.06.2025 03:45:00,4896120,456,1
14101611,08.06.2025 04:00:00,4896175,456,1
14101611,08.06.2025 04:15:00,4896229,456,1
14101611,08.06.2025 04:30:00,4896282,456,1
14101611,08.06.2025 04:45:00,4896333,456,1
14101611,08.06.2025 05:00:00,4896385,456,1
14101611,08.06.2025 05:15:00,4896443,456,1
14101611,08.06.2025 05:30:00,4896494,456,1
14101611,08.06.2025 05:45:00,4896547,456,1
14101611,08.06.2025 06:00:00,4896601,456,1
14101611,08.06.2025 06:15:00,4896656,456,1
14460572,08.06.2025 00:15:00,2441581,899,1
14460572,08.06.2025 00:30:00,2441628,899,1
14460572,08.06.2025 00:45:00,2441694,899,1
14460572,08.06.2025 01:00:00,2441741,899,1
14460572,08.06.2025 01:15:00,2441807,899,1
14460572,08.06.2025 01:30:00,2441857,899,1
14460572,08.06.2025 01:45:00,2441899,899,1
14460572,08.06.2025 02:00:00,2441945,899,1
14460572,08.06.2025 02:15:00,2441984,899,1
14460572,08.06.2025 02:30:00,2442020,899,1
14460572,08.06.2025 02:45:00,2442036,899,1
14460572,08.06.2025 03:00:00,2442053,899,1
