Meter,Clock (8:0-0:1.0.0*255:2),Active Energy Import (3:1-0:1.8.0*255:2),Active Energy Export (3:1-0:2.8.0*255:2),TransFullCoef
13836498,06.06.2025 12:15:00,6555849,469,1
13836498,06.06.2025 12:30:00,6556045,469,1
13836498,06.06.2025 12:45:00,6556235,469,1
13836498,06.06.2025 13:00:00,6556432,469,1
13836498,06.06.2025 13:15:00,6556641,469,1
13836498,06.06.2025 13:30:00,6556853,469,1
13836498,06.06.2025 13:45:00,6557066,469,1
13836498,06.06.2025 14:00:00,6557254,469,1
13836498,06.06.2025 14:15:00,6557436,469,1
13836498,06.06.2025 14:30:00,6557619,469,1
13836498,06.06.2025 14:45:00,6557795,469,1
13836498,06.06.2025 15:00:00,6557972,469,1
13836498,06.06.2025 15:15:00,6558147,469,1
13836498,06.06.2025 15:30:00,6558327,469,1
13836498,06.06.2025 15:45:00,6558501,469,1
13836498,06.06.2025 16:00:00,6558680,469,1
13836498,06.06.2025 16:15:00,6558853,469,1
13836498,06.06.2025 16:30:00,6559029,469,1
13836498,06.06.2025 16:45:00,6559187,469,1
13836498,06.06.2025 17:00:00,6559340,469,1
13836498,06.06.2025 17:15:00,6559449,469,1
13836498,06.06.2025 17:30:00,6559541,469,1
13836498,06.06.2025 17:45:00,6559626,469,1
13836498,06.06.2025 18:00:00,6559698,469,1
14101611,06.06.2025 12:30:00,4880120,456,1
14101611,06.06.2025 12:45:00,4880217,456,1
14101611,06.06.2025 13:00:00,4880308,456,1
14101611,06.06.2025 13:15:00,4880404,456,1
14101611,06.06.2025 13:30:00,4880504,456,1
14101611,06.06.2025 13:45:00,4880590,456,1
14101611,06.06.2025 14:00:00,4880683,456,1
14101611,06.06.2025 14:15:00,4880766,456,1
14101611,06.06.2025 14:30:00,4880854,456,1
14101611,06.06.2025 14:45:00,4880941,456,1
14101611,06.06.2025 15:00:00,4881034,456,1
14101611,06.06.2025 15:15:00,4881133,456,1
14101611,06.06.2025 15:30:00,4881240,456,1
14101611,06.06.2025 15:45:00,4881338,456,1
14101611,06.06.2025 16:00:00,4881441,456,1
14101611,06.06.2025 16:15:00,4881544,456,1
14101611,06.06.2025 16:30:00,4881643,456,1
14101611,06.06.2025 16:45:00,4881751,456,1
14101611,06.06.2025 17:00:00,4881842,456,1
14101611,06.06.2025 17:15:00,4881930,456,1
14101611,06.06.2025 17:30:00,4882031,456,1
14101611,06.06.2025 17:45:00,4882130,456,1
14101611,06.06.2025 18:00:00,4882248,456,1
14101611,06.06.2025 18:15:00,4882371,456,1
14101619,06.06.2025 12:30:00,6546037,10506,1
14101619,06.06.2025 12:45:00,6546062,10507,1
14101619,06.06.2025 13:00:00,6546083,10508,1
14101619,06.06.2025 13:15:00,6546102,10510,1
14101619,06.06.2025 13:30:00,6546126,10512,1
14101619,06.06.2025 13:45:00,6546142,10514,1
14101619,06.06.2025 14:00:00,6546159,10522,1
14101619,06.06.2025 14:15:00,6546173,10527,1
14101619,06.06.2025 14:30:00,6546183,10537,1
14101619,06.06.2025 14:45:00,6546189,10547,1
14101619,06.06.2025 15:00:00,6546214,10550,1
14101619,06.06.2025 15:15:00,6546243,10551,1
14101619,06.06.2025 15:30:00,6546274,10551,1
14101619,06.06.2025 15:45:00,6546313,10551,1
14101619,06.06.2025 16:00:00,6546369,10551,1
14101619,06.06.2025 16:15:00,6546448,10551,1
14101619,06.06.2025 16:30:00,6546521,10551,1
14101619,06.06.2025 16:45:00,6546595,10551,1
14101619,06.06.2025 17:00:00,6546693,10551,1
14101619,06.06.2025 17:15:00,6546775,10551,1
14101619,06.06.2025 17:30:00,6546863,10551,1
14101619,06.06.2025 17:45:00,6546951,10551,1
14101619,06.06.2025 18:00:00,6547070,10551,1
14101619,06.06.2025 18:15:00,6547205,10551,1
14461004,05.06.2025 00:00:00,2522355,902,1
14461004,06.06.2025 00:00:00,2528460,902,1
14101530,06.06.2025 12:30:00,9884731,456,1
14101530,06.06.2025 12:45:00,9884966,456,1
14101530,06.06.2025 13:00:00,9885204,456,1
14101530,06.06.2025 13:15:00,9885442,456,1
14101530,06.06.2025 13:30:00,9885687,456,1
14101530,06.06.2025 13:45:00,9885928,456,1
14101530,06.06.2025 14:00:00,9886160,456,1
14101530,06.06.2025 14:15:00,9886375,456,1
14101530,06.06.2025 14:30:00,9886601,456,1
14101530,06.06.2025 14:45:00,9886831,456,1
14101530,06.06.2025 15:00:00,9887072,456,1
14101530,06.06.2025 15:15:00,9887289,456,1
14101530,06.06.2025 15:30:00,9887495,456,1
14101530,06.06.2025 15:45:00,9887702,456,1
