Meter,Clock (8:0-0:1.0.0*255:2),Active Energy Import (3:1-0:1.8.0*255:2),Active Energy Export (3:1-0:2.8.0*255:2),TransFullCoef
13836498,05.06.2025 12:15:00,6545348,469,1
13836498,05.06.2025 12:30:00,6545504,469,1
13836498,05.06.2025 12:45:00,6545658,469,1
13836498,05.06.2025 13:00:00,6545829,469,1
13836498,05.06.2025 13:15:00,6546014,469,1
13836498,05.06.2025 13:30:00,6546216,469,1
13836498,05.06.2025 13:45:00,6546418,469,1
13836498,05.06.2025 14:00:00,6546639,469,1
13836498,05.06.2025 14:15:00,6546868,469,1
13836498,05.06.2025 14:30:00,6547102,469,1
13836498,05.06.2025 14:45:00,6547327,469,1
13836498,05.06.2025 15:00:00,6547551,469,1
13836498,05.06.2025 15:15:00,6547761,469,1
13836498,05.06.2025 15:30:00,6547978,469,1
13836498,05.06.2025 15:45:00,6548188,469,1
13836498,05.06.2025 16:00:00,6548401,469,1
13836498,05.06.2025 16:15:00,6548596,469,1
13836498,05.06.2025 16:30:00,6548764,469,1
13836498,05.06.2025 16:45:00,6548933,469,1
13836498,05.06.2025 17:00:00,6549084,469,1
13836498,05.06.2025 17:15:00,6549208,469,1
13836498,05.06.2025 17:30:00,6549318,469,1
13836498,05.06.2025 17:45:00,6549418,469,1
13836498,05.06.2025 18:00:00,6549507,469,1
14101611,05.06.2025 12:45:00,4871339,456,1
14101611,05.06.2025 13:00:00,4871435,456,1
14101611,05.06.2025 13:15:00,4871528,456,1
14101611,05.06.2025 13:30:00,4871605,456,1
14101611,05.06.2025 13:45:00,4871693,456,1
14101611,05.06.2025 14:00:00,4871783,456,1
14101611,05.06.2025 14:15:00,4871884,456,1
14101611,05.06.2025 14:30:00,4871984,456,1
14101611,05.06.2025 14:45:00,4872081,456,1
14101611,05.06.2025 15:00:00,4872166,456,1
14101611,05.06.2025 15:15:00,4872255,456,1
14101611,05.06.2025 15:30:00,4872346,456,1
14101611,05.06.2025 15:45:00,4872444,456,1
14101611,05.06.2025 16:00:00,4872545,456,1
14101611,05.06.2025 16:15:00,4872644,456,1
14101611,05.06.2025 16:30:00,4872741,456,1
14101611,05.06.2025 16:45:00,4872829,456,1
14101611,05.06.2025 17:00:00,4872925,456,1
14101611,05.06.2025 17:15:00,4873033,456,1
14101611,05.06.2025 17:30:00,4873152,456,1
14101611,05.06.2025 17:45:00,4873278,456,1
14101611,05.06.2025 18:00:00,4873411,456,1
14101611,05.06.2025 18:15:00,4873540,456,1
14460572,05.06.2025 12:15:00,2427440,899,1
14460572,05.06.2025 12:30:00,2427486,899,1
14460572,05.06.2025 12:45:00,2427526,899,1
14460572,05.06.2025 13:00:00,2427550,899,1
14460572,05.06.2025 13:15:00,2427575,899,1
14460572,05.06.2025 13:30:00,2427592,899,1
14460572,05.06.2025 13:45:00,2427637,899,1
14460572,05.06.2025 14:00:00,2427680,899,1
14460572,05.06.2025 14:15:00,2427725,899,1
14460572,05.06.2025 14:30:00,2427808,899,1
14460572,05.06.2025 14:45:00,2427828,899,1
14460572,05.06.2025 15:00:00,2427851,899,1
14460572,05.06.2025 15:15:00,2427876,899,1
14460572,05.06.2025 15:30:00,2427903,899,1
14460572,05.06.2025 15:45:00,2427937,899,1
14460572,05.06.2025 16:00:00,2427977,899,1
14460572,05.06.2025 16:15:00,2428016,899,1
14460572,05.06.2025 16:30:00,2428032,899,1
14460572,05.06.2025 16:45:00,2428045,899,1
14460572,05.06.2025 17:00:00,2428057,899,1
14460572,05.06.2025 17:15:00,2428075,899,1
